cluster_id	cluster_name	reads	bp	rpkg	cov	prop_cov	rel_abun
60140	0.0	0.0	0.0	0.0	0.0	0.0
60141	1	28	0.000929540806841	0.00260271425916	2.60271425916e-05	0.00689839550877
60750	0.0	0.0	0.0	0.0	0.0	0.0
55290	5	452	0.00463735856056	0.0419217213875	0.000419217213875	0.0344152007436
55298	0.0	0.0	0.0	0.0	0.0	0.0
61178	0.0	0.0	0.0	0.0	0.0	0.0
61179	0.0	0.0	0.0	0.0	0.0	0.0
61170	0.0	0.0	0.0	0.0	0.0	0.0
61171	0.0	0.0	0.0	0.0	0.0	0.0
61172	0.0	0.0	0.0	0.0	0.0	0.0
61173	0.0	0.0	0.0	0.0	0.0	0.0
61174	0.0	0.0	0.0	0.0	0.0	0.0
48897	0.0	0.0	0.0	0.0	0.0	0.0
61176	0.0	0.0	0.0	0.0	0.0	0.0
61177	0.0	0.0	0.0	0.0	0.0	0.0
56121	0.0	0.0	0.0	0.0	0.0	0.0
56129	0.0	0.0	0.0	0.0	0.0	0.0
56128	0.0	0.0	0.0	0.0	0.0	0.0
57293	0.0	0.0	0.0	0.0	0.0	0.0
57294	0.0	0.0	0.0	0.0	0.0	0.0
57296	0.0	0.0	0.0	0.0	0.0	0.0
57297	0.0	0.0	0.0	0.0	0.0	0.0
51842	0.0	0.0	0.0	0.0	0.0	0.0
55834	0.0	0.0	0.0	0.0	0.0	0.0
55839	0.0	0.0	0.0	0.0	0.0	0.0
57478	0.0	0.0	0.0	0.0	0.0	0.0
57479	0.0	0.0	0.0	0.0	0.0	0.0
57474	0.0	0.0	0.0	0.0	0.0	0.0
57475	0.0	0.0	0.0	0.0	0.0	0.0
57476	0.0	0.0	0.0	0.0	0.0	0.0
53737	0.0	0.0	0.0	0.0	0.0	0.0
46797	0.0	0.0	0.0	0.0	0.0	0.0
45113	0.0	0.0	0.0	0.0	0.0	0.0
45114	0.0	0.0	0.0	0.0	0.0	0.0
45115	0.0	0.0	0.0	0.0	0.0	0.0
45116	0.0	0.0	0.0	0.0	0.0	0.0
58075	0.0	0.0	0.0	0.0	0.0	0.0
58077	0.0	0.0	0.0	0.0	0.0	0.0
58071	0.0	0.0	0.0	0.0	0.0	0.0
58073	0.0	0.0	0.0	0.0	0.0	0.0
58072	0.0	0.0	0.0	0.0	0.0	0.0
58707	0.0	0.0	0.0	0.0	0.0	0.0
58218	0.0	0.0	0.0	0.0	0.0	0.0
58210	0.0	0.0	0.0	0.0	0.0	0.0
58212	0.0	0.0	0.0	0.0	0.0	0.0
58215	0.0	0.0	0.0	0.0	0.0	0.0
58217	0.0	0.0	0.0	0.0	0.0	0.0
58216	0.0	0.0	0.0	0.0	0.0	0.0
58705	0.0	0.0	0.0	0.0	0.0	0.0
61175	0.0	0.0	0.0	0.0	0.0	0.0
54177	0.0	0.0	0.0	0.0	0.0	0.0
62089	0.0	0.0	0.0	0.0	0.0	0.0
62088	0.0	0.0	0.0	0.0	0.0	0.0
62085	0.0	0.0	0.0	0.0	0.0	0.0
62084	0.0	0.0	0.0	0.0	0.0	0.0
62087	0.0	0.0	0.0	0.0	0.0	0.0
62086	0.0	0.0	0.0	0.0	0.0	0.0
62081	0.0	0.0	0.0	0.0	0.0	0.0
62080	0.0	0.0	0.0	0.0	0.0	0.0
62083	0.0	0.0	0.0	0.0	0.0	0.0
62082	0.0	0.0	0.0	0.0	0.0	0.0
61155	0.0	0.0	0.0	0.0	0.0	0.0
59038	0.0	0.0	0.0	0.0	0.0	0.0
59039	0.0	0.0	0.0	0.0	0.0	0.0
59032	0.0	0.0	0.0	0.0	0.0	0.0
59033	0.0	0.0	0.0	0.0	0.0	0.0
59030	0.0	0.0	0.0	0.0	0.0	0.0
59031	0.0	0.0	0.0	0.0	0.0	0.0
59036	0.0	0.0	0.0	0.0	0.0	0.0
59037	0.0	0.0	0.0	0.0	0.0	0.0
59034	0.0	0.0	0.0	0.0	0.0	0.0
59035	0.0	0.0	0.0	0.0	0.0	0.0
50416	0.0	0.0	0.0	0.0	0.0	0.0
55338	0.0	0.0	0.0	0.0	0.0	0.0
55622	0.0	0.0	0.0	0.0	0.0	0.0
52813	0.0	0.0	0.0	0.0	0.0	0.0
52818	0.0	0.0	0.0	0.0	0.0	0.0
60902	0.0	0.0	0.0	0.0	0.0	0.0
60903	0.0	0.0	0.0	0.0	0.0	0.0
60900	0.0	0.0	0.0	0.0	0.0	0.0
60901	0.0	0.0	0.0	0.0	0.0	0.0
60906	0.0	0.0	0.0	0.0	0.0	0.0
60907	0.0	0.0	0.0	0.0	0.0	0.0
60904	0.0	0.0	0.0	0.0	0.0	0.0
60905	0.0	0.0	0.0	0.0	0.0	0.0
60908	0.0	0.0	0.0	0.0	0.0	0.0
60909	0.0	0.0	0.0	0.0	0.0	0.0
61233	0.0	0.0	0.0	0.0	0.0	0.0
61232	0.0	0.0	0.0	0.0	0.0	0.0
61231	0.0	0.0	0.0	0.0	0.0	0.0
61230	0.0	0.0	0.0	0.0	0.0	0.0
61237	0.0	0.0	0.0	0.0	0.0	0.0
61236	0.0	0.0	0.0	0.0	0.0	0.0
61235	0.0	0.0	0.0	0.0	0.0	0.0
61234	0.0	0.0	0.0	0.0	0.0	0.0
61239	0.0	0.0	0.0	0.0	0.0	0.0
61238	0.0	0.0	0.0	0.0	0.0	0.0
59733	0.0	0.0	0.0	0.0	0.0	0.0
59732	0.0	0.0	0.0	0.0	0.0	0.0
59735	0.0	0.0	0.0	0.0	0.0	0.0
59734	0.0	0.0	0.0	0.0	0.0	0.0
43461	0.0	0.0	0.0	0.0	0.0	0.0
43467	0.0	0.0	0.0	0.0	0.0	0.0
59736	0.0	0.0	0.0	0.0	0.0	0.0
56823	0.0	0.0	0.0	0.0	0.0	0.0
56828	0.0	0.0	0.0	0.0	0.0	0.0
56829	0.0	0.0	0.0	0.0	0.0	0.0
57661	0.0	0.0	0.0	0.0	0.0	0.0
57660	0.0	0.0	0.0	0.0	0.0	0.0
57663	0.0	0.0	0.0	0.0	0.0	0.0
57665	0.0	0.0	0.0	0.0	0.0	0.0
57664	0.0	0.0	0.0	0.0	0.0	0.0
57667	0.0	0.0	0.0	0.0	0.0	0.0
57666	0.0	0.0	0.0	0.0	0.0	0.0
57668	0.0	0.0	0.0	0.0	0.0	0.0
51108	0.0	0.0	0.0	0.0	0.0	0.0
62508	0.0	0.0	0.0	0.0	0.0	0.0
62509	0.0	0.0	0.0	0.0	0.0	0.0
52104	0.0	0.0	0.0	0.0	0.0	0.0
62500	0.0	0.0	0.0	0.0	0.0	0.0
62501	0.0	0.0	0.0	0.0	0.0	0.0
62502	0.0	0.0	0.0	0.0	0.0	0.0
62503	0.0	0.0	0.0	0.0	0.0	0.0
62504	0.0	0.0	0.0	0.0	0.0	0.0
62505	0.0	0.0	0.0	0.0	0.0	0.0
62506	0.0	0.0	0.0	0.0	0.0	0.0
62507	0.0	0.0	0.0	0.0	0.0	0.0
60018	0.0	0.0	0.0	0.0	0.0	0.0
60019	0.0	0.0	0.0	0.0	0.0	0.0
60014	0.0	0.0	0.0	0.0	0.0	0.0
60015	0.0	0.0	0.0	0.0	0.0	0.0
60016	0.0	0.0	0.0	0.0	0.0	0.0
60017	0.0	0.0	0.0	0.0	0.0	0.0
60010	0.0	0.0	0.0	0.0	0.0	0.0
60011	0.0	0.0	0.0	0.0	0.0	0.0
60012	0.0	0.0	0.0	0.0	0.0	0.0
60013	0.0	0.0	0.0	0.0	0.0	0.0
45653	0.0	0.0	0.0	0.0	0.0	0.0
45301	0.0	0.0	0.0	0.0	0.0	0.0
57081	0.0	0.0	0.0	0.0	0.0	0.0
57080	0.0	0.0	0.0	0.0	0.0	0.0
57083	0.0	0.0	0.0	0.0	0.0	0.0
57088	0.0	0.0	0.0	0.0	0.0	0.0
59629	0.0	0.0	0.0	0.0	0.0	0.0
59628	0.0	0.0	0.0	0.0	0.0	0.0
59627	0.0	0.0	0.0	0.0	0.0	0.0
59626	0.0	0.0	0.0	0.0	0.0	0.0
59625	0.0	0.0	0.0	0.0	0.0	0.0
59624	0.0	0.0	0.0	0.0	0.0	0.0
59623	0.0	0.0	0.0	0.0	0.0	0.0
59622	0.0	0.0	0.0	0.0	0.0	0.0
59621	0.0	0.0	0.0	0.0	0.0	0.0
59620	0.0	0.0	0.0	0.0	0.0	0.0
57885	0.0	0.0	0.0	0.0	0.0	0.0
57887	0.0	0.0	0.0	0.0	0.0	0.0
53507	0.0	0.0	0.0	0.0	0.0	0.0
53501	0.0	0.0	0.0	0.0	0.0	0.0
